Date,Team,Team Score,Opponent,Opponent Score,Team Result
1/8/14,Mississippi St,63,Kentucky,85,Loss
1/8/14,Washington,59,Utah,57,Win
1/8/14,Utah,57,Washington,59,Loss
1/8/14,Nevada,74,UNLV,71,Win
1/8/14,UNLV,71,Nevada,74,Loss
1/8/14,Wisconsin,95,Illinois,70,Win
1/8/14,Illinois,70,Wisconsin,95,Loss
1/8/14,William & Mary,85,Drexel,73,Win
1/8/14,Drexel,73,William & Mary,85,Loss
1/8/14,New Mexico,72,Wyoming,69,Win
1/8/14,Wyoming,69,New Mexico,72,Loss
1/8/14,San Diego St,69,Boise St,66,Win
1/8/14,Boise St,66,San Diego St,69,Loss
1/8/14,Colorado,71,Washington St,70,Win
1/8/14,Washington St,70,Colorado,71,Loss
1/8/14,Wichita St,66,Illinois St,47,Win
1/8/14,Illinois St,47,Wichita St,66,Loss
1/8/14,S Illinois,71,Loyola-Chicago,67,Win
1/8/14,Loyola-Chicago,67,S Illinois,71,Loss
1/8/14,Georgia,70,Missouri,64,Win
1/8/14,Missouri,64,Georgia,70,Loss
1/8/14,Texas A&M,69,Arkansas,53,Win
1/8/14,Arkansas,53,Texas A&M,69,Loss
1/8/14,Oklahoma St,87,Texas,74,Win
1/8/14,Texas,74,Oklahoma St,87,Loss
1/8/14,Miami FL,63,North Carolina,57,Win
1/8/14,North Carolina,57,Miami FL,63,Loss
1/8/14,Murray St,77,E Kentucky,64,Win
1/8/14,E Kentucky,64,Murray St,77,Loss
1/8/14,Minnesota,68,Penn St,65,Win
1/8/14,Penn St,65,Minnesota,68,Loss
1/8/14,Fresno St,71,Air Force,65,Win
1/8/14,Air Force,65,Fresno St,71,Loss
1/8/14,Colorado St,66,San Jose St,64,Win
1/8/14,San Jose St,64,Colorado St,66,Loss
1/8/14,Florida,74,South Carolina,58,Win
1/8/14,South Carolina,58,Florida,74,Loss
1/8/14,Vermont,67,Yale,59,Win
1/8/14,Yale,59,Vermont,67,Loss
1/8/14,Connecticut,61,Harvard,56,Win
1/8/14,Harvard,56,Connecticut,61,Loss
1/8/14,Indiana St,77,Drake,73,Win
1/8/14,Drake,73,Indiana St,77,Loss
1/8/14,Miami OH,77,C Michigan,70,Win
1/8/14,C Michigan,70,Miami OH,77,Loss
1/8/14,Northeastern,79,UNC Wilmington,68,Win
1/8/14,UNC Wilmington,68,Northeastern,79,Loss
1/8/14,Delaware,86,Hofstra,79,Win
1/8/14,Hofstra,79,Delaware,86,Loss
1/8/14,Northern Iowa,80,Evansville,53,Win
1/8/14,Evansville,53,Northern Iowa,80,Loss
1/8/14,St Peter's,56,Fairfield,55,Win
1/8/14,Fairfield,55,St Peter's,56,Loss
1/8/14,Ohio,59,Kent,53,Win
1/8/14,Kent,53,Ohio,59,Loss
1/8/14,Holy Cross,73,Colgate,64,Win
1/8/14,Colgate,64,Holy Cross,73,Loss
1/8/14,Akron,72,Ball St,68,Win
1/8/14,Ball St,68,Akron,72,Loss
1/8/14,Albany NY,73,UMBC,72,Win
1/8/14,UMBC,72,Albany NY,73,Loss
1/8/14,Cleveland St,73,Detroit,63,Win
1/8/14,Detroit,63,Cleveland St,73,Loss
1/8/14,Duquesne,87,Fordham,81,Win
1/8/14,Fordham,81,Duquesne,87,Loss
1/8/14,Campbell,74,High Point,71,Win
1/8/14,High Point,71,Campbell,74,Loss
1/8/14,Buffalo,67,N Illinois,46,Win
1/8/14,N Illinois,46,Buffalo,67,Loss
1/8/14,Bucknell,96,Lafayette,86,Win
1/8/14,Lafayette,86,Bucknell,96,Loss
1/8/14,St Bonaventure,84,Richmond,70,Win
1/8/14,Richmond,70,St Bonaventure,84,Loss
1/8/14,Columbia,68,Stony Brook,63,Win
1/8/14,Stony Brook,63,Columbia,68,Loss
1/8/14,Massachusetts,66,St Joseph's PA,62,Win
1/8/14,St Joseph's PA,62,Massachusetts,66,Loss
1/8/14,Virginia,74,Wake Forest,51,Win
1/8/14,Wake Forest,51,Virginia,74,Loss
1/8/14,Kansas,90,Oklahoma,83,Win
1/8/14,Oklahoma,83,Kansas,90,Loss
1/8/14,E Michigan,56,Bowling Green,51,Win
1/8/14,Bowling Green,51,E Michigan,56,Loss
1/9/14,Nicholls St,64,Lamar,60,Win
1/9/14,Lamar,60,Nicholls St,64,Loss
1/9/14,New Orleans,87,Abilene Chr,81,Win
1/9/14,Abilene Chr,81,New Orleans,87,Loss
1/9/14,TAM C. Christi,101,Northwestern LA,87,Win
1/9/14,Northwestern LA,87,TAM C. Christi,101,Loss
1/9/14,SF Austin,77,Houston Bap,50,Win
1/9/14,Houston Bap,50,SF Austin,77,Loss
1/9/14,Arizona,79,UCLA,75,Win
1/9/14,UCLA,75,Arizona,79,Loss
1/9/14,Georgia St,77,W Kentucky,54,Win
1/9/14,W Kentucky,54,Georgia St,77,Loss
1/9/14,SE Louisiana,76,Incarnate Word,72,Win
1/9/14,Incarnate Word,72,SE Louisiana,76,Loss
1/9/14,Sam Houston St,86,McNeese St,81,Win
1/9/14,McNeese St,81,Sam Houston St,86,Loss
1/9/14,Troy,98,Arkansas St,84,Win
1/9/14,Arkansas St,84,Troy,98,Loss
1/9/14,Jacksonville St,61,Edwardsville,52,Win
1/9/14,Edwardsville,52,Jacksonville St,61,Loss
1/9/14,North Dakota,66,Idaho St,62,Win
1/9/14,Idaho St,62,North Dakota,66,Loss
1/9/14,SC Upstate,73,N Kentucky,64,Win
1/9/14,N Kentucky,64,SC Upstate,73,Loss
1/9/14,Louisiana Tech,84,FL Atlantic,64,Win
1/9/14,FL Atlantic,64,Louisiana Tech,84,Loss
1/9/14,UT San Antonio,90,Marshall,81,Win
1/9/14,Marshall,81,UT San Antonio,90,Loss
1/9/14,Tulsa,97,Tulane,71,Win
1/9/14,Tulane,71,Tulsa,97,Loss
1/9/14,La Salle,76,G Washington,72,Win
1/9/14,G Washington,72,La Salle,76,Loss
1/9/14,Belmont,107,SE Missouri St,94,Win
1/9/14,SE Missouri St,94,Belmont,107,Loss
1/9/14,CS Fullerton,78,UC Riverside,73,Win
1/9/14,UC Riverside,73,CS Fullerton,78,Loss
1/9/14,Grand Canyon,66,CS Bakersfield,63,Win
1/9/14,CS Bakersfield,63,Grand Canyon,66,Loss
1/9/14,Oregon St,81,Stanford,72,Win
1/9/14,Stanford,72,Oregon St,81,Loss
1/9/14,UC Irvine,46,Long Beach St,44,Win
1/9/14,Long Beach St,44,UC Irvine,46,Loss
1/9/14,California,96,Oregon,83,Win
1/9/14,Oregon,83,California,96,Loss
1/9/14,Portland,82,Gonzaga,73,Win
1/9/14,Gonzaga,73,Portland,82,Loss
1/9/14,CS Northridge,89,UC Davis,77,Win
1/9/14,UC Davis,77,CS Northridge,89,Loss
1/9/14,Montana St,79,Portland St,76,Win
1/9/14,Portland St,76,Montana St,79,Loss
1/9/14,Arizona St,79,USC,60,Win
1/9/14,USC,60,Arizona St,79,Loss
1/9/14,Iowa,93,Northwestern,67,Win
1/9/14,Northwestern,67,Iowa,93,Loss
1/9/14,Xavier,86,Marquette,79,Win
1/9/14,Marquette,79,Xavier,86,Loss
1/9/14,Michigan,71,Nebraska,70,Win
1/9/14,Nebraska,70,Michigan,71,Loss
1/9/14,New Mexico St,96,Seattle,87,Win
1/9/14,Seattle,87,New Mexico St,96,Loss
1/9/14,Charlotte,73,UTEP,68,Win
1/9/14,UTEP,68,Charlotte,73,Loss
1/9/14,Cal Poly SLO,77,Hawaii,65,Win
1/9/14,Hawaii,65,Cal Poly SLO,77,Loss
1/9/14,E Washington,69,Montana,62,Win
1/9/14,Montana,62,E Washington,69,Loss
1/9/14,N Colorado,70,Weber St,51,Win
1/9/14,Weber St,51,N Colorado,70,Loss
1/9/14,Santa Clara,57,St Mary's CA,55,Win
1/9/14,St Mary's CA,55,Santa Clara,57,Loss
1/9/14,Idaho,86,TX Pan American,85,Win
1/9/14,TX Pan American,85,Idaho,86,Loss
1/9/14,San Francisco,81,Pacific,72,Win
1/9/14,Pacific,72,San Francisco,81,Loss
1/9/14,San Diego,74,Loy Marymount,67,Win
1/9/14,Loy Marymount,67,San Diego,74,Loss
1/9/14,Mississippi,65,Auburn,62,Win
1/9/14,Auburn,62,Mississippi,65,Loss
1/9/14,F Dickinson,85,Mt St Mary's,79,Win
1/9/14,Mt St Mary's,79,F Dickinson,85,Loss
1/9/14,S Dakota St,86,IUPUI,70,Win
1/9/14,IUPUI,70,S Dakota St,86,Loss
1/9/14,Memphis,73,Louisville,67,Win
1/9/14,Louisville,67,Memphis,73,Loss
1/9/14,Northern Arizona,75,CS Sacramento,65,Win
1/9/14,CS Sacramento,65,Northern Arizona,75,Loss
1/9/14,Florida Intl,71,Rice,60,Win
1/9/14,Rice,60,Florida Intl,71,Loss
1/9/14,Southern Miss,74,North Texas,64,Win
1/9/14,North Texas,64,Southern Miss,74,Loss
1/9/14,Hartford,80,Maine,65,Win
1/9/14,Maine,65,Hartford,80,Loss
1/9/14,South Florida,82,Temple,75,Win
1/9/14,Temple,75,South Florida,82,Loss
1/9/14,Tennessee Tech,81,E Illinois,69,Win
1/9/14,E Illinois,69,Tennessee Tech,81,Loss
1/9/14,BYU,84,Pepperdine,72,Win
1/9/14,Pepperdine,72,BYU,84,Loss
1/9/14,UT Arlington,83,ULM,79,Win
1/9/14,ULM,79,UT Arlington,83,Loss
1/9/14,Ark Little Rock,65,South Alabama,60,Win
1/9/14,South Alabama,60,Ark Little Rock,65,Loss
1/9/14,Robert Morris,79,Sacred Heart,70,Win
1/9/14,Sacred Heart,70,Robert Morris,79,Loss
1/9/14,St Francis NY,78,Long Island,64,Win
1/9/14,Long Island,64,St Francis NY,78,Loss
1/9/14,FL Gulf Coast,79,North Florida,75,Win
1/9/14,North Florida,75,FL Gulf Coast,79,Loss
1/9/14,Quinnipiac,81,Manhattan,76,Win
1/9/14,Manhattan,76,Quinnipiac,81,Loss
1/9/14,Bryant,77,St Francis PA,67,Win
1/9/14,St Francis PA,67,Bryant,77,Loss
1/9/14,IPFW,82,N Dakota St,71,Win
1/9/14,N Dakota St,71,IPFW,82,Loss
1/9/14,VA Commonwealth,71,George Mason,57,Win
1/9/14,George Mason,57,VA Commonwealth,71,Loss
1/9/14,Wofford,79,Citadel,75,Win
1/9/14,Citadel,75,Wofford,79,Loss
1/9/14,Lipscomb,82,ETSU,80,Win
1/9/14,ETSU,80,Lipscomb,82,Loss
1/9/14,Chattanooga,90,Samford,81,Win
1/9/14,Samford,81,Chattanooga,90,Loss
1/9/14,Jacksonville,88,Stetson,75,Win
1/9/14,Stetson,75,Jacksonville,88,Loss
1/9/14,Florida St,56,Clemson,41,Win
1/9/14,Clemson,41,Florida St,56,Loss
1/9/14,Davidson,73,Furman,56,Win
1/9/14,Furman,56,Davidson,73,Loss
1/9/14,DePaul,99,Butler,94,Win
1/9/14,Butler,94,DePaul,99,Loss
1/9/14,Wagner,88,Central Conn,59,Win
1/9/14,Central Conn,59,Wagner,88,Loss
1/9/14,UNC Greensboro,66,Appalachian St,60,Win
1/9/14,Appalachian St,60,UNC Greensboro,66,Loss
1/9/14,Binghamton,67,New Hampshire,38,Win
1/9/14,New Hampshire,38,Binghamton,67,Loss
1/10/14,Mercer,83,Kennesaw,46,Win
1/10/14,Kennesaw,46,Mercer,83,Loss
1/10/14,Siena,67,Marist,58,Win
1/10/14,Marist,58,Siena,67,Loss
1/10/14,Wright St,62,Valparaiso,45,Win
1/10/14,Valparaiso,45,Wright St,62,Loss
1/10/14,Canisius,94,Rider,91,Win
1/10/14,Rider,91,Canisius,94,Loss
1/10/14,Radford,81,High Point,72,Win
1/10/14,High Point,72,Radford,81,Loss
1/10/14,Iona,84,Fairfield,75,Win
1/10/14,Fairfield,75,Iona,84,Loss
1/10/14,Monmouth NJ,85,Niagara,74,Win
1/10/14,Niagara,74,Monmouth NJ,85,Loss
1/11/14,Virginia,76,NC State,45,Win
1/11/14,NC State,45,Virginia,76,Loss
1/11/14,MA Lowell,71,Binghamton,59,Win
1/11/14,Binghamton,59,MA Lowell,71,Loss
1/11/14,Georgetown,70,Butler,67,Win
1/11/14,Butler,67,Georgetown,70,Loss
1/11/14,South Dakota,59,Denver,54,Win
1/11/14,Denver,54,South Dakota,59,Loss
1/11/14,Wagner,84,Long Island,70,Win
1/11/14,Long Island,70,Wagner,84,Loss
1/11/14,UT San Antonio,85,Charlotte,77,Win
1/11/14,Charlotte,77,UT San Antonio,85,Loss
1/11/14,E Washington,77,Montana St,72,Win
1/11/14,Montana St,72,E Washington,77,Loss
1/11/14,Evansville,75,S Illinois,69,Win
1/11/14,S Illinois,69,Evansville,75,Loss
1/11/14,Campbell,75,Longwood,67,Win
1/11/14,Longwood,67,Campbell,75,Loss
1/11/14,SE Louisiana,85,Abilene Chr,77,Win
1/11/14,Abilene Chr,77,SE Louisiana,85,Loss
1/11/14,E Illinois,56,Jacksonville St,48,Win
1/11/14,Jacksonville St,48,E Illinois,56,Loss
1/11/14,Florida A&M,63,NC Central,60,Win
1/11/14,NC Central,60,Florida A&M,63,Loss
1/11/14,Connecticut,84,UCF,61,Win
1/11/14,UCF,61,Connecticut,84,Loss
1/11/14,Sam Houston St,88,Nicholls St,61,Win
1/11/14,Nicholls St,61,Sam Houston St,88,Loss
1/11/14,Texas St,61,ULM,36,Win
1/11/14,ULM,36,Texas St,61,Loss
1/11/14,Belmont,87,TN Martin,72,Win
1/11/14,TN Martin,72,Belmont,87,Loss
1/11/14,Southern Univ,73,Grambling,49,Win
1/11/14,Grambling,49,Southern Univ,73,Loss
1/11/14,UMBC,79,Maine,76,Win
1/11/14,Maine,76,UMBC,79,Loss
1/11/14,Jacksonville,76,FL Gulf Coast,69,Win
1/11/14,FL Gulf Coast,69,Jacksonville,76,Loss
1/11/14,Columbia,104,Central Penn,78,Win
1/11/14,Central Penn,78,Columbia,104,Loss
1/11/14,Georgia,66,Alabama,58,Win
1/11/14,Alabama,58,Georgia,66,Loss
1/11/14,CS Northridge,79,Hawaii,78,Win
1/11/14,Hawaii,78,CS Northridge,79,Loss
1/11/14,Nevada,62,Utah St,54,Win
1/11/14,Utah St,54,Nevada,62,Loss
1/11/14,SC Upstate,84,Lipscomb,70,Win
1/11/14,Lipscomb,70,SC Upstate,84,Loss
1/11/14,St Mary's CA,88,San Francisco,73,Win
1/11/14,San Francisco,73,St Mary's CA,88,Loss
1/11/14,Mississippi St,76,Mississippi,72,Win
1/11/14,Mississippi,72,Mississippi St,76,Loss
1/11/14,Norfolk St,66,MD E Shore,62,Win
1/11/14,MD E Shore,62,Norfolk St,66,Loss
1/11/14,Loyola MD,72,Lehigh,68,Win
1/11/14,Lehigh,68,Loyola MD,72,Loss
1/11/14,Army,60,Navy,55,Win
1/11/14,Navy,55,Army,60,Loss
1/11/14,Morgan St,73,S Carolina St,56,Win
1/11/14,S Carolina St,56,Morgan St,73,Loss
1/11/14,Savannah St,75,Coppin St,53,Win
1/11/14,Coppin St,53,Savannah St,75,Loss
1/11/14,NC A&T,70,Bethune-Cookman,67,Win
1/11/14,Bethune-Cookman,67,NC A&T,70,Loss
1/11/14,ETSU,74,N Kentucky,65,Win
1/11/14,N Kentucky,65,ETSU,74,Loss
1/11/14,Hampton,73,Delaware St,60,Win
1/11/14,Delaware St,60,Hampton,73,Loss
1/11/14,Alabama St,93,MS Valley St,62,Win
1/11/14,MS Valley St,62,Alabama St,93,Loss
1/11/14,Northern Iowa,76,Drake,66,Win
1/11/14,Drake,66,Northern Iowa,76,Loss
1/11/14,Louisiana Tech,85,Florida Intl,51,Win
1/11/14,Florida Intl,51,Louisiana Tech,85,Loss
1/11/14,CS Sacramento,77,Southern Utah,49,Win
1/11/14,Southern Utah,49,CS Sacramento,77,Loss
1/11/14,Wichita St,72,Missouri St,69,Win
1/11/14,Missouri St,69,Wichita St,72,Loss
1/11/14,Seattle,64,TX Pan American,46,Win
1/11/14,TX Pan American,46,Seattle,64,Loss
1/11/14,California,88,Oregon St,83,Win
1/11/14,Oregon St,83,California,88,Loss
1/11/14,Illinois St,59,Loyola-Chicago,50,Win
1/11/14,Loyola-Chicago,50,Illinois St,59,Loss
1/11/14,St Joseph's PA,84,George Mason,80,Win
1/11/14,George Mason,80,St Joseph's PA,84,Loss
1/11/14,Murray St,89,Austin Peay,67,Win
1/11/14,Austin Peay,67,Murray St,89,Loss
1/11/14,UTEP,66,Marshall,56,Win
1/11/14,Marshall,56,UTEP,66,Loss
1/11/14,N Colorado,82,Idaho St,75,Win
1/11/14,Idaho St,75,N Colorado,82,Loss
1/11/14,Portland St,81,Montana,78,Win
1/11/14,Montana,78,Portland St,81,Loss
1/11/14,UC Irvine,72,UC Riverside,52,Win
1/11/14,UC Riverside,52,UC Irvine,72,Loss
1/11/14,Tennessee Tech,64,Edwardsville,63,Win
1/11/14,Edwardsville,63,Tennessee Tech,64,Loss
1/11/14,Houston Bap,98,Northwestern LA,97,Win
1/11/14,Northwestern LA,97,Houston Bap,98,Loss
1/11/14,Arkansas St,72,South Alabama,60,Win
1/11/14,South Alabama,60,Arkansas St,72,Loss
1/11/14,TX Southern,87,Prairie View,83,Win
1/11/14,Prairie View,83,TX Southern,87,Loss
1/11/14,Chattanooga,70,Wofford,69,Win
1/11/14,Wofford,69,Chattanooga,70,Loss
1/11/14,Oral Roberts,93,Cent Arkansas,80,Win
1/11/14,Cent Arkansas,80,Oral Roberts,93,Loss
1/11/14,SF Austin,80,TAM C. Christi,70,Win
1/11/14,TAM C. Christi,70,SF Austin,80,Loss
1/11/14,Vermont,68,Albany NY,38,Win
1/11/14,Albany NY,38,Vermont,68,Loss
1/11/14,Cincinnati,71,Rutgers,51,Win
1/11/14,Rutgers,51,Cincinnati,71,Loss
1/11/14,Alcorn St,64,Jackson St,51,Win
1/11/14,Jackson St,51,Alcorn St,64,Loss
1/11/14,SE Missouri St,102,Tennessee St,94,Win
1/11/14,Tennessee St,94,SE Missouri St,102,Loss
1/11/14,Texas A&M,57,Tennessee,56,Win
1/11/14,Tennessee,56,Texas A&M,57,Loss
1/11/14,Ark Pine Bluff,72,Alabama A&M,64,Win
1/11/14,Alabama A&M,64,Ark Pine Bluff,72,Loss
1/11/14,Villanova,74,St John's,67,Win
1/11/14,St John's,67,Villanova,74,Loss
1/11/14,Cal Poly SLO,72,Santa Barbara,64,Win
1/11/14,Santa Barbara,64,Cal Poly SLO,72,Loss
1/11/14,New Mexico St,78,Idaho,54,Win
1/11/14,Idaho,54,New Mexico St,78,Loss
1/11/14,IPFW,82,S Dakota St,75,Win
1/11/14,S Dakota St,75,IPFW,82,Loss
1/11/14,McNeese St,74,Lamar,59,Win
1/11/14,Lamar,59,McNeese St,74,Loss
1/11/14,Elon,74,Citadel,65,Win
1/11/14,Citadel,65,Elon,74,Loss
1/11/14,Samford,57,Furman,55,Win
1/11/14,Furman,55,Samford,57,Loss
1/11/14,North Florida,74,Stetson,60,Win
1/11/14,Stetson,60,North Florida,74,Loss
1/11/14,ULL,90,UT Arlington,70,Win
1/11/14,UT Arlington,70,ULL,90,Loss
1/11/14,Indiana St,62,Bradley,59,Win
1/11/14,Bradley,59,Indiana St,62,Loss
1/11/14,Toledo,86,C Michigan,71,Win
1/11/14,C Michigan,71,Toledo,86,Loss
1/11/14,LSU,71,South Carolina,68,Win
1/11/14,South Carolina,68,LSU,71,Loss
1/11/14,Massachusetts,73,St Bonaventure,68,Win
1/11/14,St Bonaventure,68,Massachusetts,73,Loss
1/11/14,Hofstra,75,Col Charleston,71,Win
1/11/14,Col Charleston,71,Hofstra,75,Loss
1/11/14,Coastal Car,81,Gardner Webb,69,Win
1/11/14,Gardner Webb,69,Coastal Car,81,Loss
1/11/14,E Kentucky,76,Morehead St,65,Win
1/11/14,Morehead St,65,E Kentucky,76,Loss
1/11/14,Kent,86,Ball St,74,Win
1/11/14,Ball St,74,Kent,86,Loss
1/11/14,Florida,84,Arkansas,82,Win
1/11/14,Arkansas,82,Florida,84,Loss
1/11/14,Troy,75,Ark Little Rock,62,Win
1/11/14,Ark Little Rock,62,Troy,75,Loss
1/11/14,Texas,67,Texas Tech,64,Win
1/11/14,Texas Tech,64,Texas,67,Loss
1/11/14,Middle Tenn St,89,UAB,84,Win
1/11/14,UAB,84,Middle Tenn St,89,Loss
1/11/14,St Francis PA,75,Central Conn,67,Win
1/11/14,Central Conn,67,St Francis PA,75,Loss
1/11/14,Kentucky,71,Vanderbilt,62,Win
1/11/14,Vanderbilt,62,Kentucky,71,Loss
1/11/14,Chicago St,68,Missouri KC,66,Win
1/11/14,Missouri KC,66,Chicago St,68,Loss
1/11/14,Tulane,73,North Texas,62,Win
1/11/14,North Texas,62,Tulane,73,Loss
1/11/14,FL Atlantic,73,Rice,68,Win
1/11/14,Rice,68,FL Atlantic,73,Loss
1/11/14,W Michigan,78,Miami OH,77,Win
1/11/14,Miami OH,77,W Michigan,78,Loss
1/11/14,Syracuse,57,North Carolina,45,Win
1/11/14,North Carolina,45,Syracuse,57,Loss
1/11/14,Indiana,79,Penn St,76,Win
1/11/14,Penn St,76,Indiana,79,Loss
1/11/14,Oklahoma,87,Iowa St,82,Win
1/11/14,Iowa St,82,Oklahoma,87,Loss
1/11/14,Georgia Tech,74,Notre Dame,69,Win
1/11/14,Notre Dame,69,Georgia Tech,74,Loss
1/11/14,St Louis,67,Dayton,59,Win
1/11/14,Dayton,59,St Louis,67,Loss
1/11/14,Old Dominion,81,East Carolina,70,Win
1/11/14,East Carolina,70,Old Dominion,81,Loss
1/11/14,Towson,60,UNC Wilmington,53,Win
1/11/14,UNC Wilmington,53,Towson,60,Loss
1/11/14,Penn,77,Princeton,74,Win
1/11/14,Princeton,74,Penn,77,Loss
1/11/14,Oakland,77,Detroit,69,Win
1/11/14,Detroit,69,Oakland,77,Loss
1/11/14,Davidson,78,Appalachian St,66,Win
1/11/14,Appalachian St,66,Davidson,78,Loss
1/11/14,Richmond,77,Fordham,74,Win
1/11/14,Fordham,74,Richmond,77,Loss
1/11/14,Drexel,93,Northeastern,88,Win
1/11/14,Northeastern,88,Drexel,93,Loss
1/11/14,Brown,91,Daniel Webster,50,Win
1/11/14,Daniel Webster,50,Brown,91,Loss
1/11/14,Pittsburgh,80,Wake Forest,65,Win
1/11/14,Wake Forest,65,Pittsburgh,80,Loss
1/11/14,Boston College,62,Virginia Tech,59,Win
1/11/14,Virginia Tech,59,Boston College,62,Loss
1/11/14,Delaware,78,James Madison,74,Win
1/11/14,James Madison,74,Delaware,78,Loss
1/11/14,Incarnate Word,78,New Orleans,55,Win
1/11/14,New Orleans,55,Incarnate Word,78,Loss
1/11/14,UNC Asheville,84,Presbyterian,70,Win
1/11/14,Presbyterian,70,UNC Asheville,84,Loss
1/11/14,Kansas,86,Kansas St,60,Win
1/11/14,Kansas St,60,Kansas,86,Loss
1/11/14,Winthrop,85,Charleston So,68,Win
1/11/14,Charleston So,68,Winthrop,85,Loss
1/11/14,Sacred Heart,71,F Dickinson,67,Win
1/11/14,F Dickinson,67,Sacred Heart,71,Loss
1/11/14,Bucknell,61,Holy Cross,57,Win
1/11/14,Holy Cross,57,Bucknell,61,Loss
1/11/14,Boston Univ,89,Lafayette,78,Win
1/11/14,Lafayette,78,Boston Univ,89,Loss
1/11/14,American Univ,69,Colgate,62,Win
1/11/14,Colgate,62,American Univ,69,Loss
1/11/14,Buffalo,76,E Michigan,66,Win
1/11/14,E Michigan,66,Buffalo,76,Loss
1/11/14,Utah Valley,65,Grand Canyon,58,Win
1/11/14,Grand Canyon,58,Utah Valley,65,Loss
1/11/14,Pacific,80,Santa Clara,68,Win
1/11/14,Santa Clara,68,Pacific,80,Loss
1/11/14,Oklahoma St,73,West Virginia,72,Win
1/11/14,West Virginia,72,Oklahoma St,73,Loss
1/11/14,Pepperdine,69,San Diego,65,Win
1/11/14,San Diego,65,Pepperdine,69,Loss
1/11/14,Long Beach St,99,UC Davis,74,Win
1/11/14,UC Davis,74,Long Beach St,99,Loss
1/11/14,G Washington,69,Rhode Island,56,Win
1/11/14,Rhode Island,56,G Washington,69,Loss
1/11/14,Michigan St,87,Minnesota,75,Win
1/11/14,Minnesota,75,Michigan St,87,Loss
1/11/14,Weber St,72,North Dakota,60,Win
1/11/14,North Dakota,60,Weber St,72,Loss
1/11/14,New Mexico,69,San Jose St,65,Win
1/11/14,San Jose St,65,New Mexico,69,Loss
1/11/14,Colorado St,76,Fresno St,57,Win
1/11/14,Fresno St,57,Colorado St,76,Loss
1/11/14,Missouri,70,Auburn,68,Win
1/11/14,Auburn,68,Missouri,70,Loss
1/11/14,Wyoming,52,Boise St,50,Win
1/11/14,Boise St,50,Wyoming,52,Loss
1/11/14,Yale,88,Baruch,49,Win
1/11/14,Baruch,49,Yale,88,Loss
1/11/14,W Illinois,79,NE Omaha,72,Win
1/11/14,NE Omaha,72,W Illinois,79,Loss
1/11/14,Liberty,85,VMI,80,Win
1/11/14,VMI,80,Liberty,85,Loss
1/11/14,Baylor,88,TCU,62,Win
1/11/14,TCU,62,Baylor,88,Loss
1/11/14,Robert Morris,71,Bryant,67,Win
1/11/14,Bryant,67,Robert Morris,71,Loss
1/11/14,N Dakota St,87,IUPUI,64,Win
1/11/14,IUPUI,64,N Dakota St,87,Loss
1/11/14,BYU,91,Loy Marymount,68,Win
1/11/14,Loy Marymount,68,BYU,91,Loss
1/11/14,Clemson,72,Duke,59,Win
1/11/14,Duke,59,Clemson,72,Loss
1/11/14,W Carolina,68,Ga Southern,67,Win
1/11/14,Ga Southern,67,W Carolina,68,Loss
1/11/14,Marquette,67,Seton Hall,66,Win
1/11/14,Seton Hall,66,Marquette,67,Loss
1/11/14,Mt St Mary's,88,St Francis NY,82,Win
1/11/14,St Francis NY,82,Mt St Mary's,88,Loss
1/11/14,Harvard,61,Dartmouth,45,Win
1/11/14,Dartmouth,45,Harvard,61,Loss
1/11/14,Memphis,79,Temple,69,Win
1/11/14,Temple,69,Memphis,79,Loss
1/11/14,Cornell,77,Oberlin,55,Win
1/11/14,Oberlin,55,Cornell,77,Loss
1/12/14,Washington,71,Colorado,54,Win
1/12/14,Colorado,54,Washington,71,Loss
1/12/14,N Illinois,45,Bowling Green,36,Win
1/12/14,Bowling Green,36,N Illinois,45,Loss
1/12/14,Stanford,82,Oregon,80,Win
1/12/14,Oregon,80,Stanford,82,Loss
1/12/14,Iona,87,Siena,78,Win
1/12/14,Siena,78,Iona,87,Loss
1/12/14,La Salle,75,Duquesne,56,Win
1/12/14,Duquesne,56,La Salle,75,Loss
1/12/14,Creighton,95,Xavier,89,Win
1/12/14,Xavier,89,Creighton,95,Loss
1/12/14,Florida St,85,Maryland,61,Win
1/12/14,Maryland,61,Florida St,85,Loss
1/12/14,Arizona,73,USC,53,Win
1/12/14,USC,53,Arizona,73,Loss
1/12/14,UCLA,87,Arizona St,72,Win
1/12/14,Arizona St,72,UCLA,87,Loss
1/12/14,Washington St,49,Utah,46,Win
1/12/14,Utah,46,Washington St,49,Loss
1/12/14,Wright St,58,IL Chicago,53,Win
1/12/14,IL Chicago,53,Wright St,58,Loss
1/12/14,Northwestern,49,Illinois,43,Win
1/12/14,Illinois,43,Northwestern,49,Loss
1/12/14,Purdue,70,Nebraska,64,Win
1/12/14,Nebraska,64,Purdue,70,Loss
1/12/14,Tulsa,75,Southern Miss,71,Win
1/12/14,Southern Miss,71,Tulsa,75,Loss
1/12/14,WI Green Bay,93,WI Milwaukee,86,Win
1/12/14,WI Milwaukee,86,WI Green Bay,93,Loss
1/12/14,Stony Brook,73,Hartford,50,Win
1/12/14,Hartford,50,Stony Brook,73,Loss
1/12/14,Iowa,84,Ohio St,74,Win
1/12/14,Ohio St,74,Iowa,84,Loss
1/12/14,Akron,83,Ohio,80,Win
1/12/14,Ohio,80,Akron,83,Loss
1/12/14,San Diego St,79,Air Force,72,Win
