Date,Team,Team Score,Opponent,Opponent Score,Team Result
1/2/14,Tennessee Tech,57,Tennessee St,53,Win
1/2/14,Tennessee St,53,Tennessee Tech,57,Loss
1/2/14,WI Milwaukee,82,Youngstown St,76,Win
1/2/14,Youngstown St,76,WI Milwaukee,82,Loss
1/2/14,Mississippi St,77,MD E Shore,63,Win
1/2/14,MD E Shore,63,Mississippi St,77,Loss
1/2/14,South Dakota,76,CS Northridge,75,Win
1/2/14,CS Northridge,75,South Dakota,76,Loss
1/2/14,Oregon,70,Utah,68,Win
1/2/14,Utah,68,Oregon,70,Loss
1/2/14,Wofford,71,Samford,61,Win
1/2/14,Samford,61,Wofford,71,Loss
1/2/14,Morehead St,70,Edwardsville,63,Win
1/2/14,Edwardsville,63,Morehead St,70,Loss
1/2/14,TAM C. Christi,81,Cent Arkansas,66,Win
1/2/14,Cent Arkansas,66,TAM C. Christi,81,Loss
1/2/14,E Kentucky,100,E Illinois,81,Win
1/2/14,E Illinois,81,E Kentucky,100,Loss
1/2/14,Arizona,60,Washington St,125,Loss
1/2/14,Washington St,125,Arizona,60,Win
1/2/14,UC Riverside,85,Waldorf,43,Win
1/2/14,Waldorf,43,UC Riverside,85,Loss
1/2/14,Montana St,70,CS Sacramento,55,Win
1/2/14,CS Sacramento,55,Montana St,70,Loss
1/2/14,Idaho St,87,Portland St,76,Win
1/2/14,Portland St,76,Idaho St,87,Loss
1/2/14,UC Davis,93,Simpson CA,69,Win
1/2/14,Simpson CA,69,UC Davis,93,Loss
1/2/14,UC Irvine,75,Morgan St,63,Win
1/2/14,Morgan St,63,UC Irvine,75,Loss
1/2/14,Colorado,64,Oregon St,58,Win
1/2/14,Oregon St,58,Colorado,64,Loss
1/2/14,Missouri KC,80,Idaho,74,Win
1/2/14,Idaho,74,Missouri KC,80,Loss
1/2/14,SF Austin,85,Lamar,65,Win
1/2/14,Lamar,65,SF Austin,85,Loss
1/2/14,Sam Houston St,107,Northwestern LA,104,Win
1/2/14,Northwestern LA,104,Sam Houston St,107,Loss
1/2/14,California,69,Stanford,62,Win
1/2/14,Stanford,62,California,69,Loss
1/2/14,McNeese St,69,SE Louisiana,60,Win
1/2/14,SE Louisiana,60,McNeese St,69,Loss
1/2/14,Nicholls St,88,New Orleans,83,Win
1/2/14,New Orleans,83,Nicholls St,88,Loss
1/2/14,Gonzaga,73,St Mary's CA,51,Win
1/2/14,St Mary's CA,51,Gonzaga,73,Loss
1/2/14,Grand Canyon,91,TX Pan American,85,Win
1/2/14,TX Pan American,85,Grand Canyon,91,Loss
1/2/14,Northern Arizona,73,Montana,65,Win
1/2/14,Montana,65,Northern Arizona,73,Loss
1/2/14,North Dakota,65,Southern Utah,61,Win
1/2/14,Southern Utah,61,North Dakota,65,Loss
1/2/14,Tulane,61,Hofstra,58,Win
1/2/14,Hofstra,58,Tulane,61,Loss
1/2/14,Portland,72,Pacific,64,Win
1/2/14,Pacific,64,Portland,72,Loss
1/2/14,Austin Peay,81,TN Martin,68,Win
1/2/14,TN Martin,68,Austin Peay,81,Loss
1/2/14,Belmont,78,Jacksonville St,67,Win
1/2/14,Jacksonville St,67,Belmont,78,Loss
1/2/14,Radford,76,Citadel,59,Win
1/2/14,Citadel,59,Radford,76,Loss
1/2/14,Florida A&M,93,Florida Intl,88,Win
1/2/14,Florida Intl,88,Florida A&M,93,Loss
1/2/14,San Francisco,75,Loy Marymount,61,Win
1/2/14,Loy Marymount,61,San Francisco,75,Loss
1/2/14,Pepperdine,70,Santa Clara,61,Win
1/2/14,Santa Clara,61,Pepperdine,70,Loss
1/2/14,W Kentucky,58,South Alabama,56,Win
1/2/14,South Alabama,56,W Kentucky,58,Loss
1/2/14,Delaware St,66,Gardner Webb,65,Win
1/2/14,Gardner Webb,65,Delaware St,66,Loss
1/2/14,George Mason,80,Penn,77,Win
1/2/14,Penn,77,George Mason,80,Loss
1/2/14,Rhode Island,75,Brown,66,Win
1/2/14,Brown,66,Rhode Island,75,Loss
1/2/14,Akron,59,Marshall,58,Win
1/2/14,Marshall,58,Akron,59,Loss
1/2/14,Rider,85,Niagara,83,Win
1/2/14,Niagara,83,Rider,85,Loss
1/2/14,W Carolina,72,UNC Greensboro,51,Win
1/2/14,UNC Greensboro,51,W Carolina,72,Loss
1/2/14,Georgia St,81,Troy,72,Win
1/2/14,Troy,72,Georgia St,81,Loss
1/2/14,Loyola MD,63,Navy,57,Win
1/2/14,Navy,57,Loyola MD,63,Loss
1/2/14,Monmouth NJ,63,Siena,59,Win
1/2/14,Siena,59,Monmouth NJ,63,Loss
1/2/14,Manhattan,74,St Peter's,62,Win
1/2/14,St Peter's,62,Manhattan,74,Loss
1/2/14,Duquesne,79,Appalachian St,55,Win
1/2/14,Appalachian St,55,Duquesne,79,Loss
1/2/14,Marist,75,Fairfield,56,Win
1/2/14,Fairfield,56,Marist,75,Loss
1/2/14,Washington,76,Arizona St,65,Win
1/2/14,Arizona St,65,Washington,76,Loss
1/2/14,Murray St,82,SE Missouri St,75,Win
1/2/14,SE Missouri St,75,Murray St,82,Loss
1/2/14,W Michigan,83,Siena Hts,47,Win
1/2/14,Siena Hts,47,W Michigan,83,Loss
1/2/14,Wright St,76,Oakland,64,Win
1/2/14,Oakland,64,Wright St,76,Loss
1/2/14,Lehigh,88,Colgate,81,Win
1/2/14,Colgate,81,Lehigh,88,Loss
1/2/14,Boston Univ,70,Holy Cross,60,Win
1/2/14,Holy Cross,60,Boston Univ,70,Loss
1/2/14,Michigan,63,Minnesota,60,Win
1/2/14,Minnesota,60,Michigan,63,Loss
1/2/14,Wisconsin,76,Northwestern,49,Win
1/2/14,Northwestern,49,Wisconsin,76,Loss
1/2/14,IUPUI,112,Judson IL,50,Win
1/2/14,Judson IL,50,IUPUI,112,Loss
1/2/14,American Univ,67,Bucknell,57,Win
1/2/14,Bucknell,57,American Univ,67,Loss
1/2/14,East Carolina,79,Campbell,71,Win
1/2/14,Campbell,71,East Carolina,79,Loss
1/2/14,IPFW,65,Bowling Green,60,Win
1/2/14,Bowling Green,60,IPFW,65,Loss
1/2/14,Army,85,Lafayette,66,Win
1/2/14,Lafayette,66,Army,85,Loss
1/3/14,High Point,85,Lee-McRae,78,Win
1/3/14,Lee-McRae,78,High Point,85,Loss
1/3/14,Ball St,94,Oakland City,58,Win
1/3/14,Oakland City,58,Ball St,94,Loss
1/3/14,Coastal Car,86,Central Conn,67,Win
1/3/14,Central Conn,67,Coastal Car,86,Loss
1/3/14,Hawaii,77,NE Omaha,73,Win
1/3/14,NE Omaha,73,Hawaii,77,Loss
1/3/14,N Illinois,65,Bethune-Cookman,51,Win
1/3/14,Bethune-Cookman,51,N Illinois,65,Loss
1/3/14,Mt St Mary's,104,Norfolk St,84,Win
1/3/14,Norfolk St,84,Mt St Mary's,104,Loss
1/3/14,South Carolina,82,S Carolina St,75,Win
1/3/14,S Carolina St,75,South Carolina,82,Loss
1/3/14,C Michigan,127,Marygrove,44,Win
1/3/14,Marygrove,44,C Michigan,127,Loss
1/3/14,G Washington,73,Georgia,55,Win
1/3/14,Georgia,55,G Washington,73,Loss
1/3/14,Baylor,80,Savannah St,50,Win
1/3/14,Savannah St,50,Baylor,80,Loss
1/3/14,Southern Miss,66,Drexel,49,Win
1/3/14,Drexel,49,Southern Miss,66,Loss
1/3/14,VA Commonwealth,81,Stony Brook,63,Win
1/3/14,Stony Brook,63,VA Commonwealth,81,Loss
1/4/14,New Mexico,80,Colorado St,73,Win
1/4/14,Colorado St,73,New Mexico,80,Loss
1/4/14,Cent Arkansas,86,Houston Bap,69,Win
1/4/14,Houston Bap,69,Cent Arkansas,86,Loss
1/4/14,Oakland,75,Valparaiso,70,Win
1/4/14,Valparaiso,70,Oakland,75,Loss
1/4/14,Ark Little Rock,72,UT Arlington,70,Win
1/4/14,UT Arlington,70,Ark Little Rock,72,Loss
1/4/14,Incarnate Word,100,Our Lady Lake,85,Win
1/4/14,Our Lady Lake,85,Incarnate Word,100,Loss
1/4/14,Southern Univ,60,Prairie View,57,Win
1/4/14,Prairie View,57,Southern Univ,60,Loss
1/4/14,Arkansas St,74,Texas St,69,Win
1/4/14,Texas St,69,Arkansas St,74,Loss
1/4/14,St Louis,75,Yale,55,Win
1/4/14,Yale,55,St Louis,75,Loss
1/4/14,TAM C. Christi,71,Oral Roberts,64,Win
1/4/14,Oral Roberts,64,TAM C. Christi,71,Loss
1/4/14,Vermont,62,Dartmouth,53,Win
1/4/14,Dartmouth,53,Vermont,62,Loss
1/4/14,Alabama A&M,68,Jackson St,61,Win
1/4/14,Jackson St,61,Alabama A&M,68,Loss
1/4/14,Delaware St,70,Campbell,60,Win
1/4/14,Campbell,60,Delaware St,70,Loss
1/4/14,Delaware,82,Cal Poly SLO,72,Win
1/4/14,Cal Poly SLO,72,Delaware,82,Loss
1/4/14,TX Southern,83,Alcorn St,66,Win
1/4/14,Alcorn St,66,TX Southern,83,Loss
1/4/14,Massachusetts,73,Miami OH,65,Win
1/4/14,Miami OH,65,Massachusetts,73,Loss
1/4/14,N Kentucky,73,Jacksonville,66,Win
1/4/14,Jacksonville,66,N Kentucky,73,Loss
1/4/14,Indiana St,81,Evansville,62,Win
1/4/14,Evansville,62,Indiana St,81,Loss
1/4/14,Utah,80,Oregon St,69,Win
1/4/14,Oregon St,69,Utah,80,Loss
1/4/14,Towson,81,Coppin St,79,Win
1/4/14,Coppin St,79,Towson,81,Loss
1/4/14,UCF,78,Temple,76,Win
1/4/14,Temple,76,UCF,78,Loss
1/4/14,Columbia,81,St Francis NY,61,Win
1/4/14,St Francis NY,61,Columbia,81,Loss
1/4/14,Clemson,62,Boston College,60,Win
1/4/14,Boston College,60,Clemson,62,Loss
1/4/14,Texas A&M,63,TX Pan American,46,Win
1/4/14,TX Pan American,46,Texas A&M,63,Loss
1/4/14,Chattanooga,72,Furman,63,Win
1/4/14,Furman,63,Chattanooga,72,Loss
1/4/14,Virginia,62,Florida St,50,Win
1/4/14,Florida St,50,Virginia,62,Loss
1/4/14,Nicholls St,64,SE Louisiana,61,Win
1/4/14,SE Louisiana,61,Nicholls St,64,Loss
1/4/14,ULM,103,ULL,98,Win
1/4/14,ULL,98,ULM,103,Loss
1/4/14,North Florida,78,Lipscomb,73,Win
1/4/14,Lipscomb,73,North Florida,78,Loss
1/4/14,Northwestern LA,99,Lamar,85,Win
1/4/14,Lamar,85,Northwestern LA,99,Loss
1/4/14,Hampton,87,Radford,60,Win
1/4/14,Radford,60,Hampton,87,Loss
1/4/14,Mercer,62,SC Upstate,60,Win
1/4/14,SC Upstate,60,Mercer,62,Loss
1/4/14,West Virginia,74,TCU,69,Win
1/4/14,TCU,69,West Virginia,74,Loss
1/4/14,Alabama St,68,Grambling,51,Win
1/4/14,Grambling,51,Alabama St,68,Loss
1/4/14,W Kentucky,60,Troy,51,Win
1/4/14,Troy,51,W Kentucky,60,Loss
1/4/14,New Mexico St,84,Grand Canyon,62,Win
1/4/14,Grand Canyon,62,New Mexico St,84,Loss
1/4/14,Montana,82,CS Sacramento,70,Win
1/4/14,CS Sacramento,70,Montana,82,Loss
1/4/14,Murray St,91,TN Martin,77,Win
1/4/14,TN Martin,77,Murray St,91,Loss
1/4/14,Weber St,79,Portland St,62,Win
1/4/14,Portland St,62,Weber St,79,Loss
1/4/14,Ark Pine Bluff,78,MS Valley St,73,Win
1/4/14,MS Valley St,73,Ark Pine Bluff,78,Loss
1/4/14,McNeese St,82,New Orleans,69,Win
1/4/14,New Orleans,69,McNeese St,82,Loss
1/4/14,Utah Valley,82,CS Bakersfield,74,Win
1/4/14,CS Bakersfield,74,Utah Valley,82,Loss
1/4/14,Missouri KC,95,Seattle,84,Win
1/4/14,Seattle,84,Missouri KC,95,Loss
1/4/14,South Dakota,86,Iowa Wesleyan,52,Win
1/4/14,Iowa Wesleyan,52,South Dakota,86,Loss
1/4/14,Kansas St,74,Oklahoma St,71,Win
1/4/14,Oklahoma St,71,Kansas St,74,Loss
1/4/14,N Colorado,91,Southern Utah,55,Win
1/4/14,Southern Utah,55,N Colorado,91,Loss
1/4/14,Montana St,68,Northern Arizona,66,Win
1/4/14,Northern Arizona,66,Montana St,68,Loss
1/4/14,UC Irvine,91,San Diego Chr,56,Win
1/4/14,San Diego Chr,56,UC Irvine,91,Loss
1/4/14,Chicago St,57,Idaho,55,Win
1/4/14,Idaho,55,Chicago St,57,Loss
1/4/14,Davidson,78,Wofford,63,Win
1/4/14,Wofford,63,Davidson,78,Loss
1/4/14,SF Austin,73,Sam Houston St,56,Win
1/4/14,Sam Houston St,56,SF Austin,73,Loss
1/4/14,Arkansas,104,UT San Antonio,71,Win
1/4/14,UT San Antonio,71,Arkansas,104,Loss
1/4/14,Auburn,81,Florida A&M,50,Win
1/4/14,Florida A&M,50,Auburn,81,Loss
1/4/14,Manhattan,83,Fairfield,57,Win
1/4/14,Fairfield,57,Manhattan,83,Loss
1/4/14,Louisiana Tech,126,Longwood,52,Win
1/4/14,Longwood,52,Louisiana Tech,126,Loss
1/4/14,Siena,62,Rider,47,Win
1/4/14,Rider,47,Siena,62,Loss
1/4/14,Santa Barbara,81,The Master's,52,Win
1/4/14,The Master's,52,Santa Barbara,81,Loss
1/4/14,Tennessee St,70,Jacksonville St,65,Win
1/4/14,Jacksonville St,65,Tennessee St,70,Loss
1/4/14,Edwardsville,85,E Kentucky,79,Win
1/4/14,E Kentucky,79,Edwardsville,85,Loss
1/4/14,Idaho St,83,E Washington,72,Win
1/4/14,E Washington,72,Idaho St,83,Loss
1/4/14,William & Mary,78,W Illinois,67,Win
1/4/14,W Illinois,67,William & Mary,78,Loss
1/4/14,Dayton,83,Mississippi,80,Win
1/4/14,Mississippi,80,Dayton,83,Loss
1/4/14,Bradley,68,Drake,57,Win
1/4/14,Drake,57,Bradley,68,Loss
1/4/14,N Dakota St,96,Mayville St,45,Win
1/4/14,Mayville St,45,N Dakota St,96,Loss
1/4/14,Cleveland St,77,WI Milwaukee,49,Win
1/4/14,WI Milwaukee,49,Cleveland St,77,Loss
1/4/14,Alabama,64,Robert Morris,56,Win
1/4/14,Robert Morris,56,Alabama,64,Loss
1/4/14,Oklahoma,88,Texas,85,Win
1/4/14,Texas,85,Oklahoma,88,Loss
1/4/14,Belmont,64,Tennessee Tech,62,Win
1/4/14,Tennessee Tech,62,Belmont,64,Loss
1/4/14,Austin Peay,80,SE Missouri St,74,Win
1/4/14,SE Missouri St,74,Austin Peay,80,Loss
1/4/14,Tulsa,73,CS Fullerton,57,Win
1/4/14,CS Fullerton,57,Tulsa,73,Loss
1/4/14,Sacred Heart,66,New Hampshire,53,Win
1/4/14,New Hampshire,53,Sacred Heart,66,Loss
1/4/14,Vanderbilt,79,Northeastern,49,Win
1/4/14,Northeastern,49,Vanderbilt,79,Loss
1/4/14,Cincinnati,69,Memphis,53,Win
1/4/14,Memphis,53,Cincinnati,69,Loss
1/4/14,Maryland,77,Georgia Tech,61,Win
1/4/14,Georgia Tech,61,Maryland,77,Loss
1/4/14,Michigan St,73,Indiana,56,Win
1/4/14,Indiana,56,Michigan St,73,Loss
1/4/14,Syracuse,49,Miami FL,44,Win
1/4/14,Miami FL,44,Syracuse,49,Loss
1/4/14,St Bonaventure,81,Cornell,57,Win
1/4/14,Cornell,57,St Bonaventure,81,Loss
1/4/14,Iowa St,73,Texas Tech,62,Win
1/4/14,Texas Tech,62,Iowa St,73,Loss
1/4/14,VMI,128,Washington MD,54,Win
1/4/14,Washington MD,54,VMI,128,Loss
1/4/14,Boise St,86,Fresno St,79,Win
1/4/14,Fresno St,79,Boise St,86,Loss
1/4/14,Arizona,71,Washington,62,Win
1/4/14,Washington,62,Arizona,71,Loss
1/4/14,Old Dominion,71,George Mason,66,Win
1/4/14,George Mason,66,Old Dominion,71,Loss
1/4/14,Col Charleston,60,Howard,50,Win
1/4/14,Howard,50,Col Charleston,60,Loss
1/4/14,James Madison,60,UNC Wilmington,55,Win
1/4/14,UNC Wilmington,55,James Madison,60,Loss
1/4/14,ETSU,71,Kennesaw,55,Win
1/4/14,Kennesaw,55,ETSU,71,Loss
1/4/14,Pittsburgh,74,NC State,62,Win
1/4/14,NC State,62,Pittsburgh,74,Loss
1/4/14,Ohio St,84,Nebraska,53,Win
1/4/14,Nebraska,53,Ohio St,84,Loss
1/4/14,La Salle,76,Penn,57,Win
1/4/14,Penn,57,La Salle,76,Loss
1/4/14,Louisville,83,Rutgers,76,Win
1/4/14,Rutgers,76,Louisville,83,Loss
1/4/14,Georgetown,77,St John's,60,Win
1/4/14,St John's,60,Georgetown,77,Loss
1/4/14,NJIT,64,St Francis PA,56,Win
1/4/14,St Francis PA,56,NJIT,64,Loss
1/4/14,Missouri,69,Long Beach St,59,Win
1/4/14,Long Beach St,59,Missouri,69,Loss
1/4/14,Rhode Island,74,LSU,70,Win
1/4/14,LSU,70,Rhode Island,74,Loss
1/4/14,Detroit,58,Wright St,53,Win
1/4/14,Wright St,53,Detroit,58,Loss
1/4/14,Albany NY,81,Hartford,56,Win
1/4/14,Hartford,56,Albany NY,81,Loss
1/4/14,W Carolina,74,Elon,62,Win
1/4/14,Elon,62,W Carolina,74,Loss
1/4/14,Charlotte,88,NC A&T,72,Win
1/4/14,NC A&T,72,Charlotte,88,Loss
1/4/14,Gonzaga,86,Pacific,64,Win
1/4/14,Pacific,64,Gonzaga,86,Loss
1/4/14,Morehead St,85,E Illinois,77,Win
1/4/14,E Illinois,77,Morehead St,85,Loss
1/4/14,Air Force,75,UNLV,68,Win
1/4/14,UNLV,68,Air Force,75,Loss
1/4/14,Quinnipiac,94,Monmouth NJ,77,Win
1/4/14,Monmouth NJ,77,Quinnipiac,94,Loss
1/4/14,Harvard,69,Rice,54,Win
1/4/14,Rice,54,Harvard,69,Loss
1/4/14,Florida,67,Richmond,58,Win
1/4/14,Richmond,58,Florida,67,Loss
1/4/14,Marquette,66,DePaul,56,Win
1/4/14,DePaul,56,Marquette,66,Loss
1/4/14,North Texas,76,UC Riverside,72,Win
1/4/14,UC Riverside,72,North Texas,76,Loss
1/4/14,Georgia St,73,South Alabama,63,Win
1/4/14,South Alabama,63,Georgia St,73,Loss
1/4/14,Creighton,79,Seton Hall,66,Win
1/4/14,Seton Hall,66,Creighton,79,Loss
1/4/14,Notre Dame,79,Duke,77,Win
1/4/14,Duke,77,Notre Dame,79,Loss
1/4/14,Houston,67,South Florida,58,Win
1/4/14,South Florida,58,Houston,67,Loss
1/4/14,St Mary's CA,72,Portland,63,Win
1/4/14,Portland,63,St Mary's CA,72,Loss
1/4/14,Nevada,61,Wyoming,58,Win
1/4/14,Wyoming,58,Nevada,61,Loss
1/4/14,Santa Clara,86,Loy Marymount,81,Win
1/4/14,Loy Marymount,81,Santa Clara,86,Loss
1/4/14,San Francisco,76,Pepperdine,66,Win
1/4/14,Pepperdine,66,San Francisco,76,Loss
1/4/14,Princeton,80,Liberty,74,Win
1/4/14,Liberty,74,Princeton,80,Loss
1/4/14,E Michigan,92,Rochester MI,54,Win
1/4/14,Rochester MI,54,E Michigan,92,Loss
1/4/14,SMU,74,Connecticut,65,Win
1/4/14,Connecticut,65,SMU,74,Loss
1/4/14,Ohio,79,UNC Asheville,70,Win
1/4/14,UNC Asheville,70,Ohio,79,Loss
1/4/14,Ga Southern,80,Samford,78,Win
1/4/14,Samford,78,Ga Southern,80,Loss
1/4/14,BYU,87,San Diego,53,Win
1/4/14,San Diego,53,BYU,87,Loss
1/4/14,Utah St,86,San Jose St,67,Win
1/4/14,San Jose St,67,Utah St,86,Loss
1/4/14,Iona,118,Niagara,92,Win
1/4/14,Niagara,92,Iona,118,Loss
1/4/14,IPFW,110,Kalamazoo,74,Win
1/4/14,Kalamazoo,74,IPFW,110,Loss
1/4/14,Xavier,79,Butler,68,Win
1/4/14,Butler,68,Xavier,79,Loss
1/4/14,UAB,96,Newberry,75,Win
1/4/14,Newberry,75,UAB,96,Loss
1/4/14,Illinois,75,Penn St,55,Win
1/4/14,Penn St,55,Illinois,75,Loss
1/4/14,Canisius,67,St Peter's,63,Win
1/4/14,St Peter's,63,Canisius,67,Loss
1/4/14,St Joseph's PA,53,Denver,52,Win
1/4/14,Denver,52,St Joseph's PA,53,Loss
1/4/14,WI Green Bay,85,Youngstown St,69,Win
1/4/14,Youngstown St,69,WI Green Bay,85,Loss
1/4/14,Tennessee,98,Tusculum,51,Win
1/4/14,Tusculum,51,Tennessee,98,Loss
1/5/14,UCLA,107,USC,73,Win
1/5/14,USC,73,UCLA,107,Loss
1/5/14,F Dickinson,86,Hofstra,67,Win
1/5/14,Hofstra,67,F Dickinson,86,Loss
1/5/14,Wichita St,67,Northern Iowa,53,Win
1/5/14,Northern Iowa,53,Wichita St,67,Loss
1/5/14,MA Lowell,59,UMBC,54,Win
1/5/14,UMBC,54,MA Lowell,59,Loss
1/5/14,Navy,79,Lafayette,71,Win
1/5/14,Lafayette,71,Navy,79,Loss
1/5/14,Loyola-Chicago,89,Missouri St,57,Win
1/5/14,Missouri St,57,Loyola-Chicago,89,Loss
1/5/14,Wisconsin,75,Iowa,71,Win
1/5/14,Iowa,71,Wisconsin,75,Loss
1/5/14,Wake Forest,73,North Carolina,67,Win
1/5/14,North Carolina,67,Wake Forest,73,Loss
1/5/14,Villanova,91,Providence,61,Win
1/5/14,Providence,61,Villanova,91,Loss
1/5/14,Colorado,100,Oregon,91,Win
1/5/14,Oregon,91,Colorado,100,Loss
1/5/14,Arizona St,66,Washington St,47,Win
1/5/14,Washington St,47,Arizona St,66,Loss
1/5/14,Boston Univ,67,Lehigh,66,Win
1/5/14,Lehigh,66,Boston Univ,67,Loss
1/5/14,FL Gulf Coast,68,Stetson,55,Win
1/5/14,Stetson,55,FL Gulf Coast,68,Loss
1/5/14,Maine,82,Binghamton,66,Win
1/5/14,Binghamton,66,Maine,82,Loss
1/5/14,Michigan,74,Northwestern,51,Win
1/5/14,Northwestern,51,Michigan,74,Loss
1/5/14,Marshall,77,Presbyterian,49,Win
1/5/14,Presbyterian,49,Marshall,77,Loss
1/5/14,American Univ,69,Holy Cross,54,Win
1/5/14,Holy Cross,54,American Univ,69,Loss
1/5/14,Army,91,Loyola MD,82,Win
1/5/14,Loyola MD,82,Army,91,Loss
1/5/14,Bucknell,68,Colgate,57,Win
1/5/14,Colgate,57,Bucknell,68,Loss
1/5/14,San Diego St,61,Kansas,57,Win
1/5/14,Kansas,57,San Diego St,61,Loss
1/5/14,Minnesota,82,Purdue,79,Win
1/5/14,Purdue,79,Minnesota,82,Loss
1/5/14,Illinois St,66,S Illinois,48,Win
1/5/14,S Illinois,48,Illinois St,66,Loss
1/6/14,Savannah St,66,MD E Shore,42,Win
1/6/14,MD E Shore,42,Savannah St,66,Loss
1/6/14,Southern Univ,79,TX Southern,71,Win
1/6/14,TX Southern,71,Southern Univ,79,Loss
1/6/14,UNC Greensboro,90,Furman,82,Win
1/6/14,Furman,82,UNC Greensboro,90,Loss
1/6/14,West Virginia,89,Texas Tech,86,Win
1/6/14,Texas Tech,86,West Virginia,89,Loss
1/6/14,Jackson St,70,Alabama St,68,Win
1/6/14,Alabama St,68,Jackson St,70,Loss
1/6/14,Charleston So,105,Columbia Intl,45,Win
1/6/14,Columbia Intl,45,Charleston So,105,Loss
1/6/14,Quinnipiac,86,Iona,74,Win
1/6/14,Iona,74,Quinnipiac,86,Loss
1/6/14,Alabama A&M,70,Grambling,58,Win
1/6/14,Grambling,58,Alabama A&M,70,Loss
1/6/14,St Mary's CA,84,Wm Jessup,46,Win
1/6/14,Wm Jessup,46,St Mary's CA,84,Loss
1/6/14,N Kentucky,70,North Florida,64,Win
1/6/14,North Florida,64,N Kentucky,70,Loss
1/6/14,Pittsburgh,79,Maryland,59,Win
1/6/14,Maryland,59,Pittsburgh,79,Loss
1/6/14,Chattanooga,82,Citadel,78,Win
1/6/14,Citadel,78,Chattanooga,82,Loss
1/6/14,Prairie View,70,Alcorn St,67,Win
1/6/14,Alcorn St,67,Prairie View,70,Loss
1/6/14,Jacksonville,88,Lipscomb,85,Win
1/6/14,Lipscomb,85,Jacksonville,88,Loss
1/6/14,Marist,65,Canisius,62,Win
1/6/14,Canisius,62,Marist,65,Loss
1/6/14,Mercer,73,ETSU,63,Win
1/6/14,ETSU,63,Mercer,73,Loss
1/6/14,Kennesaw,68,SC Upstate,58,Win
1/6/14,SC Upstate,58,Kennesaw,68,Loss
1/6/14,Elon,75,Appalachian St,66,Win
1/6/14,Appalachian St,66,Elon,75,Loss
1/7/14,WI Green Bay,98,Chicago St,62,Win
1/7/14,Chicago St,62,WI Green Bay,98,Loss
1/7/14,NC State,77,Notre Dame,70,Win
1/7/14,Notre Dame,70,NC State,77,Loss
1/7/14,Kansas St,65,TCU,47,Win
1/7/14,TCU,47,Kansas St,65,Loss
1/7/14,Middle Tenn St,74,Tennessee St,66,Win
1/7/14,Tennessee St,66,Middle Tenn St,74,Loss
1/7/14,Michigan St,72,Ohio St,68,Win
1/7/14,Ohio St,68,Michigan St,72,Loss
1/7/14,Alabama,68,Vanderbilt,63,Win
1/7/14,Vanderbilt,63,Alabama,68,Loss
1/7/14,Creighton,81,DePaul,62,Win
1/7/14,DePaul,62,Creighton,81,Loss
1/7/14,Cincinnati,61,Houston,60,Win
1/7/14,Houston,60,Cincinnati,61,Loss
1/7/14,Syracuse,72,Virginia Tech,52,Win
1/7/14,Virginia Tech,52,Syracuse,72,Loss
1/7/14,Youngstown St,75,IL Chicago,62,Win
1/7/14,IL Chicago,62,Youngstown St,75,Loss
1/7/14,Col Charleston,75,James Madison,61,Win
1/7/14,James Madison,61,Col Charleston,75,Loss
1/7/14,Iowa St,87,Baylor,72,Win
1/7/14,Baylor,72,Iowa St,87,Loss
1/7/14,Boston Univ,55,Navy,32,Win
1/7/14,Navy,32,Boston Univ,55,Loss
1/7/14,Brown,72,New Hampshire,68,Win
1/7/14,New Hampshire,68,Brown,72,Loss
1/7/14,Tennessee,68,LSU,50,Win
1/7/14,LSU,50,Tennessee,68,Loss
1/7/14,St Louis,59,Rhode Island,58,Win
1/7/14,Rhode Island,58,St Louis,59,Loss
1/7/14,NC Central,74,Hampton,61,Win
1/7/14,Hampton,61,NC Central,74,Loss
1/7/14,Duke,79,Georgia Tech,57,Win
1/7/14,Georgia Tech,57,Duke,79,Loss
1/7/14,Hartford,68,Dartmouth,56,Win
1/7/14,Dartmouth,56,Hartford,68,Loss
1/8/14,American Univ,65,Loyola MD,51,Win
1/8/14,Loyola MD,51,American Univ,65,Loss
1/8/14,W Michigan,87,Toledo,76,Win
1/8/14,Toledo,76,W Michigan,87,Loss
1/8/14,VMI,95,Longwood,72,Win
1/8/14,Longwood,72,VMI,95,Loss
1/8/14,Missouri St,68,Bradley,65,Win
1/8/14,Bradley,65,Missouri St,68,Loss
1/8/14,S Carolina St,78,MD E Shore,71,Win
1/8/14,MD E Shore,71,S Carolina St,78,Loss
1/8/14,Charleston So,70,Coastal Car,58,Win
1/8/14,Coastal Car,58,Charleston So,70,Loss
1/8/14,Villanova,83,Seton Hall,67,Win
1/8/14,Seton Hall,67,Villanova,83,Loss
1/8/14,WI Milwaukee,84,Oakland,75,Win
1/8/14,Oakland,75,WI Milwaukee,84,Loss
1/8/14,Army,79,Lehigh,76,Win
1/8/14,Lehigh,76,Army,79,Loss
1/8/14,UNC Asheville,81,Gardner Webb,77,Win
1/8/14,Gardner Webb,77,UNC Asheville,81,Loss
1/8/14,Radford,72,Liberty,63,Win
1/8/14,Liberty,63,Radford,72,Loss
1/8/14,Providence,70,Georgetown,52,Win
1/8/14,Georgetown,52,Providence,70,Loss
1/8/14,Winthrop,71,Presbyterian,67,Win
1/8/14,Presbyterian,67,Winthrop,71,Loss
1/8/14,Kentucky,85,Mississippi St,63,Win
