Date,Team,Opponent,Team Score,Opponent Score,Team Result
1/14/13,W Carolina,Elon,67,80,Loss
1/13/13,Evansville,Wichita St,71,67,Win
1/13/13,Wichita St,Evansville,67,71,Loss
1/13/13,Niagara,Fairfield,67,64,Win
1/13/13,Fairfield,Niagara,64,67,Loss
1/13/13,Massachusetts,Fordham,77,73,Win
1/13/13,Fordham,Massachusetts,73,77,Loss
1/13/13,Iona,Canisius,97,87,Win
1/13/13,Canisius,Iona,87,97,Loss
1/13/13,Manhattan,Marist,65,53,Win
1/13/13,Marist,Manhattan,53,65,Loss
1/13/13,Miami FL,Maryland,54,47,Win
1/13/13,Maryland,Miami FL,47,54,Loss
1/13/13,Michigan St,Nebraska,66,56,Win
1/13/13,Nebraska,Michigan St,56,66,Loss
1/13/13,Iowa,Northwestern,70,50,Win
1/13/13,Northwestern,Iowa,50,70,Loss
1/13/13,Ohio St,Michigan,56,53,Win
1/13/13,Michigan,Ohio St,53,56,Loss
1/13/13,Oregon,Arizona St,68,65,Win
1/13/13,Arizona St,Oregon,65,68,Loss
1/13/13,Purdue,Penn St,60,42,Win
1/13/13,Penn St,Purdue,42,60,Loss
1/13/13,Rider,Loyola MD,64,57,Win
1/13/13,Loyola MD,Rider,57,64,Loss
1/13/13,Providence,Seton Hall,67,55,Win
1/13/13,Seton Hall,Providence,55,67,Loss
1/13/13,Siena,St Peter's,66,53,Win
1/13/13,St Peter's,Siena,53,66,Loss
1/12/13,Alabama,Tennessee,68,65,Win
1/12/13,Tennessee,Alabama,65,68,Loss
1/12/13,Alabama A&M,Alabama St,64,57,Win
1/12/13,Alabama St,Alabama A&M,57,64,Loss
1/12/13,Albany NY,Maine,76,63,Win
1/12/13,Maine,Albany NY,63,76,Loss
1/12/13,Alcorn St,MS Valley St,72,67,Win
1/12/13,MS Valley St,Alcorn St,67,72,Loss
1/12/13,Appalachian St,Elon,80,70,Win
1/12/13,Elon,Appalachian St,70,80,Loss
1/12/13,Ark Little Rock,Florida Intl,88,76,Win
1/12/13,Florida Intl,Ark Little Rock,76,88,Loss
1/12/13,Arkansas,Vanderbilt,56,33,Win
1/12/13,Vanderbilt,Arkansas,33,56,Loss
1/12/13,Murray St,Austin Peay,71,68,Win
1/12/13,Austin Peay,Murray St,68,71,Loss
1/12/13,Kent,Ball St,61,47,Win
1/12/13,Ball St,Kent,47,61,Loss
1/12/13,Baylor,TCU,51,40,Win
1/12/13,TCU,Baylor,40,51,Loss
1/12/13,Belmont,TN Martin,90,53,Win
1/12/13,TN Martin,Belmont,53,90,Loss
1/12/13,Bethune-Cookman,NC A&T,72,60,Win
1/12/13,NC A&T,Bethune-Cookman,60,72,Loss
1/12/13,Boston Univ,Binghamton,83,59,Win
1/12/13,Binghamton,Boston Univ,59,83,Loss
1/12/13,Bowling Green,E Michigan,46,44,Win
1/12/13,E Michigan,Bowling Green,44,46,Loss
1/12/13,Bucknell,Army,76,55,Win
1/12/13,Army,Bucknell,55,76,Loss
1/12/13,Miami OH,Buffalo,58,57,Win
1/12/13,Buffalo,Miami OH,57,58,Loss
1/12/13,California,Washington St,67,54,Win
1/12/13,Washington St,California,54,67,Loss
1/12/13,Northwestern LA,Cent Arkansas,100,88,Win
1/12/13,Cent Arkansas,Northwestern LA,88,100,Loss
1/12/13,Bryant,Central Conn,69,62,Win
1/12/13,Central Conn,Bryant,62,69,Loss
1/12/13,Samford,Citadel,69,65,Win
1/12/13,Citadel,Samford,65,69,Loss
1/12/13,Clemson,Virginia,59,44,Win
1/12/13,Virginia,Clemson,44,59,Loss
1/12/13,Cleveland St,Detroit,74,62,Win
1/12/13,Detroit,Cleveland St,62,74,Loss
1/12/13,Col Charleston,Chattanooga,86,59,Win
1/12/13,Chattanooga,Col Charleston,59,86,Loss
1/12/13,American Univ,Colgate,72,63,Win
1/12/13,Colgate,American Univ,63,72,Loss
1/12/13,UCLA,Colorado,78,75,Win
1/12/13,Colorado,UCLA,75,78,Loss
1/12/13,Savannah St,Coppin St,56,48,Win
1/12/13,Coppin St,Savannah St,48,56,Loss
1/12/13,CS Fullerton,UC Riverside,71,69,Win
1/12/13,UC Riverside,CS Fullerton,69,71,Loss
1/12/13,Harvard,Dartmouth,75,65,Win
1/12/13,Dartmouth,Harvard,65,75,Loss
1/12/13,Butler,Dayton,79,73,Win
1/12/13,Dayton,Butler,73,79,Loss
1/12/13,St Joseph's PA,Duquesne,74,66,Win
1/12/13,Duquesne,St Joseph's PA,66,74,Loss
1/12/13,Jacksonville St,E Illinois,61,55,Win
1/12/13,E Illinois,Jacksonville St,55,61,Loss
1/12/13,E Kentucky,Morehead St,59,52,Win
1/12/13,Morehead St,E Kentucky,52,59,Loss
1/12/13,CS Sacramento,E Washington,60,53,Win
1/12/13,E Washington,CS Sacramento,53,60,Loss
1/12/13,East Carolina,UCF,88,85,Win
1/12/13,UCF,East Carolina,85,88,Loss
1/12/13,Edwardsville,Tennessee Tech,58,54,Win
1/12/13,Tennessee Tech,Edwardsville,54,58,Loss
1/12/13,ETSU,FL Gulf Coast,85,75,Win
1/12/13,FL Gulf Coast,ETSU,75,85,Loss
1/12/13,F Dickinson,St Francis PA,79,69,Win
1/12/13,St Francis PA,F Dickinson,69,79,Loss
1/12/13,NC Central,Florida A&M,85,62,Win
1/12/13,Florida A&M,NC Central,62,85,Loss
1/12/13,North Carolina,Florida St,77,72,Win
1/12/13,Florida St,North Carolina,72,77,Loss
1/12/13,Davidson,Furman,81,73,Win
1/12/13,Furman,Davidson,73,81,Loss
1/12/13,Mississippi St,Georgia,72,61,Win
1/12/13,Georgia,Mississippi St,61,72,Loss
1/12/13,Delaware,Georgia St,86,83,Win
1/12/13,Georgia St,Delaware,83,86,Loss
1/12/13,Virginia Tech,Georgia Tech,70,65,Win
1/12/13,Georgia Tech,Virginia Tech,65,70,Loss
1/12/13,High Point,Gardner Webb,70,64,Win
1/12/13,Gardner Webb,High Point,64,70,Loss
1/12/13,Hofstra,William & Mary,70,59,Win
1/12/13,William & Mary,Hofstra,59,70,Loss
1/12/13,Hampton,Howard,51,49,Win
1/12/13,Howard,Hampton,49,51,Loss
1/12/13,New Mexico St,Idaho,71,70,Win
1/12/13,Idaho,New Mexico St,70,71,Loss
1/12/13,Drake,Illinois St,82,77,Win
1/12/13,Illinois St,Drake,77,82,Loss
1/12/13,Indiana,Minnesota,88,81,Win
1/12/13,Minnesota,Indiana,81,88,Loss
1/12/13,Iowa St,Texas,82,62,Win
1/12/13,Texas,Iowa St,62,82,Loss
1/12/13,Jacksonville,Mercer,49,47,Win
1/12/13,Mercer,Jacksonville,47,49,Loss
1/12/13,James Madison,Drexel,51,43,Win
1/12/13,Drexel,James Madison,43,51,Loss
1/12/13,Texas A&M,Kentucky,83,71,Win
1/12/13,Kentucky,Texas A&M,71,83,Loss
1/12/13,La Salle,Richmond,71,59,Win
1/12/13,Richmond,La Salle,59,71,Loss
1/12/13,Lafayette,Navy,64,47,Win
1/12/13,Navy,Lafayette,47,64,Loss
1/12/13,TAM C. Christi,Lamar,62,56,Win
1/12/13,Lamar,TAM C. Christi,56,62,Loss
1/12/13,Lehigh,Holy Cross,79,47,Win
1/12/13,Holy Cross,Lehigh,47,79,Loss
1/12/13,Liberty,Coastal Car,64,56,Win
1/12/13,Coastal Car,Liberty,56,64,Loss
1/12/13,Long Beach St,Hawaii,76,72,Win
1/12/13,Hawaii,Long Beach St,72,76,Loss
1/12/13,Long Island,Mt St Mary's,86,72,Win
1/12/13,Mt St Mary's,Long Island,72,86,Loss
1/12/13,Charleston So,Longwood,75,62,Win
1/12/13,Longwood,Charleston So,62,75,Loss
1/12/13,Louisville,South Florida,64,38,Win
1/12/13,South Florida,Louisville,38,64,Loss
1/12/13,Portland,Loy Marymount,68,64,Win
1/12/13,Loy Marymount,Portland,64,68,Loss
1/12/13,Florida,LSU,74,52,Win
1/12/13,LSU,Florida,52,74,Loss
1/12/13,Sam Houston St,McNeese St,72,57,Win
1/12/13,McNeese St,Sam Houston St,57,72,Loss
1/12/13,Norfolk St,MD E Shore,63,58,Win
1/12/13,MD E Shore,Norfolk St,58,63,Loss
1/12/13,Mississippi,Missouri,64,49,Win
1/12/13,Missouri,Mississippi,49,64,Loss
1/12/13,Robert Morris,Monmouth NJ,70,55,Win
1/12/13,Monmouth NJ,Robert Morris,55,70,Loss
1/12/13,Morgan St,S Carolina St,76,60,Win
1/12/13,S Carolina St,Morgan St,60,76,Loss
1/12/13,Montana,N Colorado,85,77,Win
1/12/13,N Colorado,Montana,77,85,Loss
1/12/13,N Dakota St,Oakland,73,65,Win
1/12/13,Oakland,N Dakota St,65,73,Loss
1/12/13,Akron,N Illinois,68,53,Win
1/12/13,N Illinois,Akron,53,68,Loss
1/12/13,NC State,Duke,84,76,Win
1/12/13,Duke,NC State,76,84,Loss
1/12/13,W Illinois,NE Omaha,89,74,Win
1/12/13,NE Omaha,W Illinois,74,89,Loss
1/12/13,Wyoming,Nevada,59,48,Win
1/12/13,Nevada,Wyoming,48,59,Loss
1/12/13,New Mexico,Fresno St,72,45,Win
1/12/13,Fresno St,New Mexico,45,72,Loss
1/12/13,NJIT,Chicago St,83,78,Win
1/12/13,Chicago St,NJIT,78,83,Loss
1/12/13,North Dakota,Montana St,86,73,Win
1/12/13,Montana St,North Dakota,73,86,Loss
1/12/13,North Florida,Kennesaw,81,72,Win
1/12/13,Kennesaw,North Florida,72,81,Loss
1/12/13,North Texas,South Alabama,66,56,Win
1/12/13,South Alabama,North Texas,56,66,Loss
1/12/13,Northern Iowa,Bradley,84,53,Win
1/12/13,Bradley,Northern Iowa,53,84,Loss
1/12/13,Connecticut,Notre Dame,65,58,Win
1/12/13,Notre Dame,Connecticut,58,65,Loss
1/12/13,Oklahoma,Oklahoma St,77,68,Win
1/12/13,Oklahoma St,Oklahoma,68,77,Loss
1/12/13,SF Austin,Oral Roberts,61,50,Win
1/12/13,Oral Roberts,SF Austin,50,61,Loss
1/12/13,Arizona,Oregon St,80,70,Win
1/12/13,Oregon St,Arizona,70,80,Loss
1/12/13,Pacific,Cal Poly SLO,77,55,Win
1/12/13,Cal Poly SLO,Pacific,55,77,Loss
1/12/13,San Diego,Pepperdine,62,50,Win
1/12/13,Pepperdine,San Diego,50,62,Loss
1/12/13,Marquette,Pittsburgh,74,67,Win
1/12/13,Pittsburgh,Marquette,67,74,Loss
1/12/13,Portland St,Northern Arizona,79,74,Win
1/12/13,Northern Arizona,Portland St,74,79,Loss
1/12/13,Prairie View,Grambling,60,44,Win
1/12/13,Grambling,Prairie View,44,60,Loss
1/12/13,Campbell,Presbyterian,62,46,Win
1/12/13,Presbyterian,Campbell,46,62,Loss
1/12/13,Princeton,Penn,65,53,Win
1/12/13,Penn,Princeton,53,65,Loss
1/12/13,Sacred Heart,Quinnipiac,80,74,Win
1/12/13,Quinnipiac,Sacred Heart,74,80,Loss
1/12/13,Charlotte,Rhode Island,58,50,Win
1/12/13,Rhode Island,Charlotte,50,58,Loss
1/12/13,Cincinnati,Rutgers,68,58,Win
1/12/13,Rutgers,Cincinnati,58,68,Loss
1/12/13,S Dakota St,IPFW,83,57,Win
1/12/13,IPFW,S Dakota St,57,83,Loss
1/12/13,S Illinois,Indiana St,76,71,Win
1/12/13,Indiana St,S Illinois,71,76,Loss
1/12/13,San Diego St,Colorado St,79,72,Win
1/12/13,Colorado St,San Diego St,72,79,Loss
1/12/13,BYU,Santa Clara,82,64,Win
1/12/13,Santa Clara,BYU,64,82,Loss
1/12/13,Stetson,SC Upstate,66,64,Win
1/12/13,SC Upstate,Stetson,64,66,Loss
1/12/13,SE Louisiana,Nicholls St,70,65,Win
1/12/13,Nicholls St,SE Louisiana,65,70,Loss
1/12/13,Denver,Seattle,64,51,Win
1/12/13,Seattle,Denver,51,64,Loss
1/12/13,SMU,Tulane,59,53,Win
1/12/13,Tulane,SMU,53,59,Loss
1/12/13,Auburn,South Carolina,74,71,Win
1/12/13,South Carolina,Auburn,71,74,Loss
1/12/13,Missouri KC,South Dakota,90,86,Win
1/12/13,South Dakota,Missouri KC,86,90,Loss
1/12/13,Southern Miss,Houston,73,54,Win
1/12/13,Houston,Southern Miss,54,73,Loss
1/12/13,Southern Univ,Ark Pine Bluff,84,50,Win
1/12/13,Ark Pine Bluff,Southern Univ,50,84,Loss
1/12/13,Idaho St,Southern Utah,54,53,Win
1/12/13,Southern Utah,Idaho St,53,54,Loss
1/12/13,VA Commonwealth,St Bonaventure,72,65,Win
1/12/13,St Bonaventure,VA Commonwealth,65,72,Loss
1/12/13,Georgetown,St John's,67,51,Win
1/12/13,St John's,Georgetown,51,67,Loss
1/12/13,St Mary's CA,San Francisco,78,72,Win
1/12/13,San Francisco,St Mary's CA,72,78,Loss
1/12/13,Washington,Stanford,65,60,Win
1/12/13,Stanford,Washington,60,65,Loss
1/12/13,Stony Brook,Hartford,73,59,Win
1/12/13,Hartford,Stony Brook,59,73,Loss
1/12/13,Syracuse,Villanova,72,61,Win
1/12/13,Villanova,Syracuse,61,72,Loss
1/12/13,Temple,St Louis,64,54,Win
1/12/13,St Louis,Temple,54,64,Loss
1/12/13,Tennessee St,SE Missouri St,81,69,Win
1/12/13,SE Missouri St,Tennessee St,69,81,Loss
1/12/13,UT Arlington,Texas St,91,74,Win
1/12/13,Texas St,UT Arlington,74,91,Loss
1/12/13,Kansas,Texas Tech,60,46,Win
1/12/13,Texas Tech,Kansas,46,60,Loss
1/12/13,Toledo,C Michigan,76,72,Win
1/12/13,C Michigan,Toledo,72,76,Loss
1/12/13,Northeastern,Towson,70,59,Win
1/12/13,Towson,Northeastern,59,70,Loss
1/12/13,Tulsa,Rice,64,51,Win
1/12/13,Rice,Tulsa,51,64,Loss
1/12/13,TX Southern,Jackson St,84,57,Win
1/12/13,Jackson St,TX Southern,57,84,Loss
1/12/13,Memphis,UAB,69,53,Win
1/12/13,UAB,Memphis,53,69,Loss
1/12/13,Santa Barbara,UC Davis,66,59,Win
1/12/13,UC Davis,Santa Barbara,59,66,Loss
1/12/13,UC Irvine,CS Northridge,79,69,Win
1/12/13,CS Northridge,UC Irvine,69,79,Loss
1/12/13,ULL,Arkansas St,61,56,Win
1/12/13,Arkansas St,ULL,56,61,Loss
1/12/13,Middle Tenn St,ULM,66,57,Win
1/12/13,ULM,Middle Tenn St,57,66,Loss
1/12/13,UNC Asheville,Radford,79,61,Win
1/12/13,Radford,UNC Asheville,61,79,Loss
1/12/13,UNC Wilmington,George Mason,82,74,Win
1/12/13,George Mason,UNC Wilmington,74,82,Loss
1/12/13,UNLV,Air Force,76,71,Win
1/12/13,Air Force,UNLV,71,76,Loss
1/12/13,Louisiana Tech,UT San Antonio,73,71,Win
1/12/13,UT San Antonio,Louisiana Tech,71,73,Loss
1/12/13,USC,Utah,76,59,Win
1/12/13,Utah,USC,59,76,Loss
1/12/13,Utah St,San Jose St,66,60,Win
1/12/13,San Jose St,Utah St,60,66,Loss
1/12/13,Utah Valley,Houston Bap,83,62,Win
1/12/13,Houston Bap,Utah Valley,62,83,Loss
1/12/13,UTEP,Marshall,74,63,Win
1/12/13,Marshall,UTEP,63,74,Loss
1/12/13,Vermont,MD Baltimore Co,68,53,Win
1/12/13,MD Baltimore Co,Vermont,53,68,Loss
1/12/13,VMI,Winthrop,72,54,Win
1/12/13,Winthrop,VMI,54,72,Loss
1/12/13,W Carolina,UNC Greensboro,62,59,Win
1/12/13,UNC Greensboro,W Carolina,59,62,Loss
1/12/13,FL Atlantic,W Kentucky,65,62,Win
1/12/13,W Kentucky,FL Atlantic,62,65,Loss
1/12/13,Ohio,W Michigan,61,59,Win
1/12/13,W Michigan,Ohio,59,61,Loss
1/12/13,St Francis NY,Wagner,71,52,Win
1/12/13,Wagner,St Francis NY,52,71,Loss
1/12/13,Wake Forest,Boston College,75,72,Win
1/12/13,Boston College,Wake Forest,72,75,Loss
1/12/13,Kansas St,West Virginia,65,64,Win
1/12/13,West Virginia,Kansas St,64,65,Loss
1/12/13,WI Green Bay,IL Chicago,53,47,Win
1/12/13,IL Chicago,WI Green Bay,47,53,Loss
1/12/13,Valparaiso,WI Milwaukee,76,52,Win
1/12/13,WI Milwaukee,Valparaiso,52,76,Loss
1/12/13,Wisconsin,Illinois,74,51,Win
1/12/13,Illinois,Wisconsin,51,74,Loss
1/12/13,Wofford,Ga Southern,71,53,Win
1/12/13,Ga Southern,Wofford,53,71,Loss
1/12/13,Xavier,G Washington,71,56,Win
1/12/13,G Washington,Xavier,56,71,Loss
1/11/13,Loyola MD,Fairfield,63,58,Win
1/11/13,Fairfield,Loyola MD,58,63,Loss
1/11/13,Wright St,Loyola-Chicago,62,61,Win
1/11/13,Loyola-Chicago,Wright St,61,62,Loss
1/11/13,Creighton,Missouri St,74,52,Win
1/11/13,Missouri St,Creighton,52,74,Loss
1/11/13,N Kentucky,Lipscomb,67,53,Win
1/11/13,Lipscomb,N Kentucky,53,67,Loss
1/11/13,Siena,Canisius,57,54,Win
1/11/13,Canisius,Siena,54,57,Loss
1/11/13,Niagara,St Peter's,77,58,Win
1/11/13,St Peter's,Niagara,58,77,Loss
1/10/13,Ark Little Rock,North Texas,67,53,Win
1/10/13,North Texas,Ark Little Rock,53,67,Loss
1/10/13,Florida Intl,Arkansas St,66,64,Win
1/10/13,Arkansas St,Florida Intl,64,66,Loss
1/10/13,Belmont,SE Missouri St,107,72,Win
1/10/13,SE Missouri St,Belmont,72,107,Loss
1/10/13,Bryant,Quinnipiac,103,95,Win
1/10/13,Quinnipiac,Bryant,95,103,Loss
1/10/13,BYU,Pepperdine,76,51,Win
1/10/13,Pepperdine,BYU,51,76,Loss
1/10/13,SF Austin,Cent Arkansas,77,69,Win
1/10/13,Cent Arkansas,SF Austin,69,77,Loss
1/10/13,Central Conn,Sacred Heart,84,78,Win
1/10/13,Sacred Heart,Central Conn,78,84,Loss
1/10/13,Chattanooga,Citadel,70,65,Win
1/10/13,Citadel,Chattanooga,65,70,Loss
1/10/13,Samford,Col Charleston,62,57,Win
1/10/13,Col Charleston,Samford,57,62,Loss
1/10/13,Colorado,USC,66,60,Win
1/10/13,USC,Colorado,60,66,Loss
1/10/13,Tennessee Tech,E Illinois,77,73,Win
1/10/13,E Illinois,Tennessee Tech,73,77,Loss
1/10/13,E Washington,Northern Arizona,82,59,Win
1/10/13,Northern Arizona,E Washington,59,82,Loss
1/10/13,Jacksonville St,Edwardsville,75,62,Win
1/10/13,Edwardsville,Jacksonville St,62,75,Loss
1/10/13,Stetson,ETSU,72,70,Win
1/10/13,ETSU,Stetson,70,72,Loss
1/10/13,Robert Morris,F Dickinson,88,54,Win
1/10/13,F Dickinson,Robert Morris,54,88,Loss
1/10/13,George Mason,Old Dominion,71,46,Win
1/10/13,Old Dominion,George Mason,46,71,Loss
1/10/13,Gonzaga,St Mary's CA,83,78,Win
1/10/13,St Mary's CA,Gonzaga,78,83,Loss
1/10/13,Denver,Idaho,55,49,Win
1/10/13,Idaho,Denver,49,55,Loss
1/10/13,Michigan St,Iowa,62,59,Win
1/10/13,Iowa,Michigan St,59,62,Loss
1/10/13,Jacksonville,Kennesaw,99,92,Win
1/10/13,Kennesaw,Jacksonville,92,99,Loss
1/10/13,Sam Houston St,Lamar,68,57,Win
1/10/13,Lamar,Sam Houston St,57,68,Loss
1/10/13,Wagner,Long Island,86,75,Win
1/10/13,Long Island,Wagner,75,86,Loss
1/10/13,Loy Marymount,Santa Clara,84,80,Win
1/10/13,Santa Clara,Loy Marymount,80,84,Loss
1/10/13,Rider,Manhattan,69,60,Win
1/10/13,Manhattan,Rider,60,69,Loss
1/10/13,Iona,Marist,86,82,Win
1/10/13,Marist,Iona,82,86,Loss
1/10/13,McNeese St,TAM C. Christi,75,71,Win
1/10/13,TAM C. Christi,McNeese St,71,75,Loss
1/10/13,Middle Tenn St,FL Atlantic,62,52,Win
1/10/13,FL Atlantic,Middle Tenn St,52,62,Loss
1/10/13,Monmouth NJ,St Francis PA,65,60,Win
1/10/13,St Francis PA,Monmouth NJ,60,65,Loss
1/10/13,Montana St,N Colorado,69,66,Win
1/10/13,N Colorado,Montana St,66,69,Loss
1/10/13,N Dakota St,IPFW,67,55,Win
1/10/13,IPFW,N Dakota St,55,67,Loss
1/10/13,NE Omaha,IUPUI,90,79,Win
1/10/13,IUPUI,NE Omaha,79,90,Loss
1/10/13,Miami FL,North Carolina,68,59,Win
1/10/13,North Carolina,Miami FL,59,68,Loss
1/10/13,Montana,North Dakota,77,62,Win
1/10/13,North Dakota,Montana,62,77,Loss
1/10/13,Mercer,North Florida,66,47,Win
1/10/13,North Florida,Mercer,47,66,Loss
1/10/13,Oral Roberts,Northwestern LA,80,74,Win
1/10/13,Northwestern LA,Oral Roberts,74,80,Loss
1/10/13,Oregon,Arizona,70,66,Win
1/10/13,Arizona,Oregon,66,70,Loss
1/10/13,Arizona St,Oregon St,72,62,Win
1/10/13,Oregon St,Arizona St,62,72,Loss
1/10/13,Pacific,Santa Barbara,80,62,Win
1/10/13,Santa Barbara,Pacific,62,80,Loss
1/10/13,Northwestern,Penn St,70,54,Win
1/10/13,Penn St,Northwestern,54,70,Loss
1/10/13,Portland St,CS Sacramento,87,69,Win
1/10/13,CS Sacramento,Portland St,69,87,Loss
1/10/13,S Dakota St,Oakland,81,74,Win
1/10/13,Oakland,S Dakota St,74,81,Loss
1/10/13,San Diego,San Francisco,70,66,Win
1/10/13,San Francisco,San Diego,66,70,Loss
1/10/13,FL Gulf Coast,SC Upstate,72,71,Win
1/10/13,SC Upstate,FL Gulf Coast,71,72,Loss
1/10/13,New Mexico St,Seattle,83,82,Win
1/10/13,Seattle,New Mexico St,82,83,Loss
1/10/13,Weber St,Southern Utah,81,74,Win
1/10/13,Southern Utah,Weber St,74,81,Loss
1/10/13,St Francis NY,Mt St Mary's,70,56,Win
1/10/13,Mt St Mary's,St Francis NY,56,70,Loss
1/10/13,St Louis,Massachusetts,70,62,Win
1/10/13,Massachusetts,St Louis,62,70,Loss
1/10/13,Tennessee St,TN Martin,80,48,Win
1/10/13,TN Martin,Tennessee St,48,80,Loss
1/10/13,Louisiana Tech,Texas St,84,67,Win
1/10/13,Texas St,Louisiana Tech,67,84,Loss
1/10/13,Troy,ULM,64,55,Win
1/10/13,ULM,Troy,55,64,Loss
1/10/13,UC Davis,Cal Poly SLO,69,67,Win
1/10/13,Cal Poly SLO,UC Davis,67,69,Loss
1/10/13,South Alabama,ULL,91,89,Win
1/10/13,ULL,South Alabama,89,91,Loss
1/10/13,UT Arlington,UT San Antonio,75,67,Win
1/10/13,UT San Antonio,UT Arlington,67,75,Loss
1/10/13,UCLA,Utah,57,53,Win
1/10/13,Utah,UCLA,53,57,Loss
1/10/13,Kentucky,Vanderbilt,60,58,Win
1/10/13,Vanderbilt,Kentucky,58,60,Loss
1/10/13,Xavier,Temple,57,52,Win
1/10/13,Temple,Xavier,52,57,Loss
1/10/13,Detroit,Youngstown St,101,60,Win
1/10/13,Youngstown St,Detroit,60,101,Loss
1/9/13,Air Force,Nevada,78,65,Win
1/9/13,Nevada,Air Force,65,78,Loss
1/9/13,Akron,W Michigan,65,43,Win
1/9/13,W Michigan,Akron,43,65,Loss
1/9/13,Auburn,LSU,68,63,Win
1/9/13,LSU,Auburn,63,68,Loss
1/9/13,Austin Peay,Morehead St,84,81,Win
1/9/13,Morehead St,Austin Peay,81,84,Loss
1/9/13,Stony Brook,Binghamton,62,37,Win
1/9/13,Binghamton,Stony Brook,37,62,Loss
1/9/13,C Michigan,Bowling Green,73,67,Win
1/9/13,Bowling Green,C Michigan,67,73,Loss
1/9/13,Washington,California,62,47,Win
1/9/13,California,Washington,47,62,Loss
1/9/13,Charleston So,Winthrop,75,63,Win
1/9/13,Winthrop,Charleston So,63,75,Loss
1/9/13,Charlotte,La Salle,74,65,Win
1/9/13,La Salle,Charlotte,65,74,Loss
1/9/13,Coastal Car,Presbyterian,61,43,Win
1/9/13,Presbyterian,Coastal Car,43,61,Loss
1/9/13,CS Fullerton,CS Bakersfield,74,62,Win
1/9/13,CS Bakersfield,CS Fullerton,62,74,Loss
1/9/13,Delaware,Hofstra,69,54,Win
1/9/13,Hofstra,Delaware,54,69,Loss
1/9/13,Ball St,E Michigan,60,58,Win
1/9/13,E Michigan,Ball St,58,60,Loss
1/9/13,Florida,Georgia,77,44,Win
1/9/13,Georgia,Florida,44,77,Loss
1/9/13,Fordham,Duquesne,82,75,Win
1/9/13,Duquesne,Fordham,75,82,Loss
1/9/13,San Diego St,Fresno St,65,62,Win
1/9/13,Fresno St,San Diego St,62,65,Loss
1/9/13,G Washington,St Bonaventure,78,59,Win
1/9/13,St Bonaventure,G Washington,59,78,Loss
1/9/13,Gardner Webb,UNC Asheville,78,71,Win
1/9/13,UNC Asheville,Gardner Webb,71,78,Loss
1/9/13,Hartford,Maine,68,61,Win
1/9/13,Maine,Hartford,61,68,Loss
1/9/13,Houston,SMU,78,67,Win
1/9/13,SMU,Houston,67,78,Loss
1/9/13,Valparaiso,IL Chicago,75,70,Win
1/9/13,IL Chicago,Valparaiso,70,75,Loss
1/9/13,Minnesota,Illinois,84,67,Win
1/9/13,Illinois,Minnesota,67,84,Loss
1/9/13,Indiana St,Bradley,68,53,Win
1/9/13,Bradley,Indiana St,53,68,Loss
1/9/13,James Madison,UNC Wilmington,78,50,Win
1/9/13,UNC Wilmington,James Madison,50,78,Loss
1/9/13,Kansas,Iowa St,97,89,Win
1/9/13,Iowa St,Kansas,89,97,Loss
1/9/13,Toledo,Kent,70,58,Win
1/9/13,Kent,Toledo,58,70,Loss
1/9/13,Long Beach St,CS Northridge,78,69,Win
1/9/13,CS Northridge,Long Beach St,69,78,Loss
1/9/13,Campbell,Longwood,83,73,Win
1/9/13,Longwood,Campbell,73,83,Loss
1/9/13,Marshall,Tulsa,79,61,Win
1/9/13,Tulsa,Marshall,61,79,Loss
1/9/13,Florida St,Maryland,65,62,Win
1/9/13,Maryland,Florida St,62,65,Loss
1/9/13,MD Baltimore Co,New Hampshire,68,57,Win
1/9/13,New Hampshire,MD Baltimore Co,57,68,Loss
1/9/13,Memphis,East Carolina,67,54,Win
1/9/13,East Carolina,Memphis,54,67,Loss
1/9/13,N Illinois,Miami OH,72,61,Win
1/9/13,Miami OH,N Illinois,61,72,Loss
1/9/13,Michigan,Nebraska,62,47,Win
1/9/13,Nebraska,Michigan,47,62,Loss
1/9/13,Mississippi St,South Carolina,56,54,Win
1/9/13,South Carolina,Mississippi St,54,56,Loss
1/9/13,Utah Valley,Missouri KC,78,66,Win
1/9/13,Missouri KC,Utah Valley,66,78,Loss
1/9/13,E Kentucky,Murray St,77,65,Win
1/9/13,Murray St,E Kentucky,65,77,Loss
1/9/13,NC State,Georgia Tech,83,70,Win
1/9/13,Georgia Tech,NC State,70,83,Loss
1/9/13,New Mexico,UNLV,65,60,Win
1/9/13,UNLV,New Mexico,60,65,Loss
1/9/13,Evansville,Northern Iowa,62,59,Win
1/9/13,Northern Iowa,Evansville,59,62,Loss
1/9/13,Ohio,Buffalo,86,68,Win
1/9/13,Buffalo,Ohio,68,86,Loss
1/9/13,Oklahoma St,TCU,63,45,Win
1/9/13,TCU,Oklahoma St,45,63,Loss
1/9/13,Syracuse,Providence,72,66,Win
1/9/13,Providence,Syracuse,66,72,Loss
1/9/13,Radford,High Point,59,54,Win
1/9/13,High Point,Radford,54,59,Loss
1/9/13,Southern Miss,Rice,75,52,Win
1/9/13,Rice,Southern Miss,52,75,Loss
1/9/13,Richmond,Rhode Island,64,61,Win
1/9/13,Rhode Island,Richmond,61,64,Loss
1/9/13,Louisville,Seton Hall,73,58,Win
1/9/13,Seton Hall,Louisville,58,73,Loss
1/9/13,Villanova,South Florida,61,53,Win
1/9/13,South Florida,Villanova,53,61,Loss
